suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
28.75,55.7,49.07,96.16,0
15.54,35.38,38.55,80.97,1
19.2,32.31,41.56,14.1,1
19.03,63.74,30.96,62.61,1
26.66,56.91,26.14,68.97,1
20.58,86.3,48.69,77.99,0
20.19,80.61,23.38,10.51,1
30.09,54.2,33.76,34.56,1
24.52,63.63,64.76,78.59,0
26.93,69.02,49.04,71.25,0
26.14,49.12,49.1,69.85,0
34.97,63.97,60.64,32.25,0
17.76,67.2,15.92,24.08,1
33.66,78.23,32.93,95.98,1
33.81,37.59,78.76,26.55,0
28.06,88.12,57.37,33.69,0
19.64,59.33,50.83,34.3,0
24.67,48.05,71.96,56.64,0
21.42,65.32,59.78,92.35,0
28.32,77.51,38.67,82.49,1
22.0,81.14,23.33,45.36,1
27.0,42.76,41.53,30.64,1
21.66,82.62,67.46,25.99,0
23.41,57.18,21.62,42.77,1
34.26,50.73,75.96,11.68,0
32.35,62.53,17.91,17.57,1
26.46,81.79,46.28,48.27,0
28.88,32.36,32.69,29.13,1
30.55,66.8,19.66,83.69,1
20.76,57.63,69.78,79.93,0
26.65,50.14,23.56,12.16,1
30.73,42.75,74.1,55.47,0
24.12,83.39,61.87,20.77,0
32.58,38.7,40.8,62.85,1
20.43,56.4,77.44,23.73,0
31.35,40.45,42.33,41.21,1
22.92,51.3,47.99,47.32,0
24.27,38.3,18.08,31.73,1
21.53,30.8,72.99,42.0,0
24.32,55.15,14.86,51.81,1
17.14,53.46,71.38,64.19,0
26.62,43.65,60.29,31.06,0
28.99,87.66,71.55,47.47,0
17.68,36.39,49.09,13.14,1
30.76,67.33,59.0,76.1,0
30.5,84.63,35.59,37.54,1
19.29,53.18,38.46,32.12,1
29.54,51.6,34.99,52.29,1
17.34,76.4,31.78,50.86,1
15.53,87.84,32.72,15.66,1
26.46,70.93,67.39,87.61,0
23.59,80.31,49.98,43.8,0
27.36,59.35,63.33,96.68,0
15.73,50.71,38.87,83.97,1
29.23,34.56,52.8,99.65,1
31.55,73.49,18.23,41.9,1
31.9,88.71,36.88,28.59,1
34.49,81.41,15.47,33.63,1
23.59,69.47,61.79,50.78,0
34.88,79.38,57.81,80.9,0
32.74,74.09,17.05,64.66,1
15.93,46.67,51.71,83.01,0
17.56,71.76,58.51,57.65,0
23.82,79.57,70.29,80.84,0
25.06,83.01,21.77,61.09,1
20.94,31.78,46.8,28.5,1
28.57,89.75,68.48,23.91,0
22.8,44.57,75.58,85.28,0
30.51,66.51,38.11,14.76,1
29.07,54.59,45.35,42.91,0
20.35,56.83,79.21,55.35,0
28.37,86.58,57.65,37.71,0
29.61,40.35,24.6,13.64,1
23.13,64.26,24.59,82.97,1
18.36,52.44,59.06,28.88,0
21.64,53.58,23.35,81.64,1
21.81,55.69,26.61,21.97,1
25.44,36.91,51.09,46.16,0
24.12,63.82,25.88,21.49,1
21.49,86.18,66.9,60.96,0
30.35,68.9,35.54,97.23,1
16.38,47.84,19.64,21.15,1
24.91,72.1,19.11,40.21,1
17.85,67.23,48.87,75.93,0
21.75,54.66,72.37,33.48,0
30.64,88.49,67.69,58.07,0
33.02,68.81,32.23,81.81,1
24.58,75.26,45.46,66.42,0
15.41,81.16,67.09,55.88,0
27.96,42.59,25.06,86.73,1
18.8,48.23,47.68,67.43,0
21.47,52.08,18.8,18.7,1
18.05,41.16,68.75,40.5,0
34.12,80.04,36.88,32.72,1
26.34,30.4,69.1,17.39,0
33.59,84.86,67.28,93.55,0
16.04,33.53,65.99,93.45,0
30.24,36.76,26.93,21.69,1
33.15,39.81,55.69,53.99,0
24.13,69.64,20.27,76.05,1
23.54,52.02,67.54,22.21,0
33.04,71.91,72.32,59.9,0
26.28,64.04,60.42,26.31,0
32.33,69.0,21.44,35.1,1
17.66,30.6,20.36,83.48,1
18.45,37.67,70.89,47.42,0
15.73,57.02,72.65,23.5,0
27.23,59.99,77.0,45.23,0
24.15,86.76,53.82,32.36,0
17.11,55.48,77.65,72.14,0
17.59,36.38,57.37,89.96,0
17.43,53.89,71.74,78.83,0
29.68,31.16,23.04,89.77,1
24.04,34.54,30.52,80.57,1
30.45,45.5,30.69,47.68,1
30.59,67.31,62.65,68.7,0
27.77,84.15,42.77,45.94,0
32.45,58.89,23.51,13.76,1
15.28,79.53,60.62,89.74,0
29.87,72.84,47.52,92.39,0
18.97,51.27,72.64,49.03,0
18.81,90.1,43.32,74.97,0
19.0,63.34,21.41,59.5,1
18.88,70.16,25.34,85.46,1
29.6,32.8,27.02,88.61,1
25.0,66.05,52.7,16.06,0
16.84,41.32,31.53,74.12,1
34.99,30.62,46.57,10.62,1
28.45,66.52,66.51,46.16,0
23.6,76.53,30.31,94.2,1
31.14,63.55,63.17,34.85,0
18.75,80.33,27.07,13.19,1
19.59,70.93,22.23,77.29,1
21.78,70.25,78.38,82.71,0
33.59,50.49,17.38,15.48,1
20.5,55.15,61.09,85.43,0
29.32,83.06,68.33,25.1,0
16.49,77.8,49.06,66.35,0
28.13,74.82,69.93,38.48,0
29.98,87.2,42.07,77.97,0
31.34,42.39,79.29,19.94,0
16.16,55.68,65.18,79.86,0
31.49,61.75,48.56,11.9,0
28.35,85.27,22.91,54.66,1
16.05,61.04,78.16,15.93,0
18.81,75.98,32.81,64.76,1
34.01,47.03,56.68,69.42,0
15.66,51.57,71.17,82.56,0
17.46,37.39,36.49,40.28,1
29.93,90.37,59.42,21.87,0
29.13,38.04,20.83,44.1,1
30.58,86.78,51.02,74.35,0
23.72,51.84,19.42,55.12,1
16.82,87.92,29.29,51.06,1
16.02,51.58,53.16,39.05,0
27.52,77.48,69.03,30.1,0
34.03,69.57,65.92,75.36,0
24.76,49.41,36.58,27.17,1
28.56,73.32,17.41,91.13,1
23.87,70.47,35.9,13.2,1
14.74,88.48,62.99,96.87,0
18.57,71.04,37.23,71.24,1
21.07,75.77,17.52,78.25,1
29.06,60.58,49.31,97.88,0
17.95,88.36,21.52,93.42,1
33.77,30.87,63.77,37.61,0
23.24,71.68,38.64,54.7,1
15.44,71.67,34.95,48.25,1
34.66,37.12,33.76,84.18,1
24.36,37.18,15.75,20.23,1
24.55,32.35,33.29,36.25,1
22.9,55.55,49.21,99.58,0
28.88,75.01,57.02,15.44,0
23.92,65.45,63.49,93.68,0
24.78,46.64,48.87,19.4,0
34.97,44.89,31.4,82.86,1
31.06,39.52,38.61,17.0,1
30.57,46.55,62.34,23.44,0
30.89,87.64,59.92,28.55,0
17.08,79.63,32.16,67.47,1
15.7,30.4,21.94,76.19,1
17.72,34.45,59.3,33.98,0
33.69,74.53,39.03,27.63,1
31.77,36.74,59.36,70.36,1
23.09,71.82,49.97,87.09,0
21.48,88.14,41.13,21.22,0
26.92,78.71,57.39,97.13,0
27.31,79.77,48.36,72.81,0
18.42,60.62,36.84,93.51,1
17.07,71.03,73.25,84.24,0
33.23,51.47,33.02,73.52,1
26.24,46.18,52.72,12.56,0
26.41,82.05,75.3,45.07,0
31.41,78.46,47.36,63.84,0
31.95,68.72,40.04,61.98,1
17.84,51.56,67.23,41.81,0
26.11,89.63,70.29,82.81,0
26.67,53.43,23.82,69.86,1
28.86,76.16,29.32,43.65,1
26.72,45.24,56.69,55.73,0
26.75,39.32,75.51,48.53,0
29.77,50.02,67.02,64.75,0
29.89,82.54,26.64,75.44,1
31.99,78.41,44.0,19.36,0
15.64,42.43,77.61,45.43,0
33.84,46.02,17.4,69.8,1
21.91,34.47,50.42,30.33,0
17.38,82.14,23.68,74.84,1
22.25,51.84,66.5,94.32,0
23.11,59.09,32.46,28.82,1
31.03,89.63,45.16,75.93,0
30.01,64.22,20.07,96.26,1
29.88,34.56,27.61,66.98,1
26.23,77.61,77.7,93.78,0
24.59,36.74,16.28,26.29,1
15.73,78.94,79.2,15.01,0
32.78,36.77,23.9,53.11,1
25.53,33.27,79.11,24.5,0
31.81,71.3,48.72,46.73,0
15.99,68.93,46.13,88.68,0
20.41,40.71,53.29,67.62,0
16.63,49.89,55.79,79.79,0
21.73,77.81,16.95,24.62,1
23.64,29.69,54.78,94.74,0
17.56,43.19,16.71,49.95,1
31.12,49.56,59.46,40.02,0
22.11,47.69,69.0,49.57,0
17.6,40.3,43.17,40.15,1
21.43,87.88,29.23,60.26,1
19.95,53.78,21.69,89.28,1
32.59,84.47,22.32,80.52,1
34.75,56.42,73.15,60.71,0
33.67,84.02,77.01,57.55,0
23.38,78.45,42.98,67.65,0
19.44,64.72,49.54,90.01,0
26.36,82.9,22.14,76.3,1
32.39,88.87,78.92,49.45,0
26.73,53.23,19.52,56.29,1
33.47,84.44,24.53,14.68,1
34.25,39.16,76.8,97.14,1
34.33,89.62,24.99,32.43,1
26.73,76.94,22.76,30.95,1
15.51,62.8,62.37,9.79,0
28.47,32.54,77.31,13.25,0
31.45,54.27,57.96,21.02,0
33.1,66.44,70.37,87.92,0
15.47,32.42,47.16,94.85,1
15.86,33.21,33.55,63.6,1
20.81,53.6,43.33,69.43,0
29.44,56.41,72.17,91.92,0
29.71,45.32,39.14,55.18,1
25.37,34.15,25.82,55.76,1
26.85,60.11,25.84,28.31,1
19.12,43.47,71.94,84.73,0
25.98,31.9,45.13,83.5,1
29.29,87.31,31.79,80.11,1
31.75,45.85,62.51,51.74,0
26.97,44.08,20.36,19.04,1
25.15,77.65,58.69,50.73,0
22.76,81.31,46.24,45.7,0
22.22,68.87,52.67,37.84,0
20.84,67.39,49.26,57.6,0
21.17,46.61,26.02,48.72,1
26.88,65.72,50.14,80.3,0
16.69,77.73,23.62,47.0,1
32.53,45.92,18.94,17.75,1
31.78,83.57,21.57,19.94,1
24.67,49.19,48.65,38.67,0
21.63,46.54,42.24,50.88,0
16.61,57.14,52.6,59.32,0
21.5,88.51,77.25,91.95,0
32.06,72.66,52.14,73.92,0
25.22,38.07,76.51,44.92,0
17.58,79.77,62.58,21.57,0
29.26,40.12,27.37,82.18,1
22.17,37.08,78.14,51.57,0
16.4,79.11,15.57,69.05,1
16.4,77.56,55.65,86.73,0
34.38,57.55,21.69,21.65,1
28.0,84.26,62.74,44.36,0
18.37,32.43,40.5,48.74,1
21.94,61.14,33.89,75.45,1
20.97,44.2,56.84,38.03,0
28.48,83.33,19.43,89.12,1
20.84,30.62,76.74,63.58,0
26.21,86.18,51.23,81.64,0
18.64,31.5,55.02,51.95,0
28.76,86.47,23.39,88.14,1
20.12,53.6,43.26,50.0,0
17.04,57.69,21.72,91.57,1
19.11,76.28,62.97,21.12,0
16.13,33.89,56.85,28.76,0
23.85,58.74,70.56,58.96,0
31.31,58.72,29.09,89.71,1
15.52,56.94,22.37,64.11,1
30.54,48.58,58.71,17.47,0
34.01,41.57,26.74,84.82,1
16.67,30.61,32.84,32.42,1
19.12,39.21,65.23,82.94,0
34.26,72.87,56.51,51.6,0
25.13,49.55,45.44,14.65,0
21.08,59.19,18.38,91.95,1
27.24,83.81,58.49,28.98,0
34.02,85.82,72.49,35.58,0
21.48,57.89,16.53,36.25,1
31.31,51.59,66.07,78.79,1
15.92,47.61,41.41,28.54,0
30.36,79.55,48.35,19.91,0
22.01,78.93,38.0,62.62,1
33.67,84.76,29.93,29.6,1
20.1,45.85,23.71,10.38,1
20.65,50.89,74.8,66.78,0
22.86,32.42,19.24,23.3,1
16.02,34.29,65.87,24.25,0
21.92,75.09,35.35,97.97,1
16.81,89.75,58.42,93.7,0
30.8,70.17,58.44,82.94,0
19.21,90.05,33.66,55.37,1
24.99,48.45,41.01,98.18,0
28.4,30.2,77.56,67.22,0
21.8,74.01,49.34,40.26,0
30.57,53.03,51.4,86.47,1
31.62,59.18,56.12,37.59,0
29.2,58.11,18.74,71.12,1
27.37,82.37,79.02,47.26,0
29.95,53.08,50.55,98.28,1
30.6,74.89,59.87,96.49,0
27.26,89.4,72.97,78.26,0
22.12,60.8,42.94,73.43,0
32.37,88.55,29.86,68.64,1
26.89,41.58,45.77,62.41,1
34.42,66.46,65.62,67.02,0
17.75,86.09,16.49,44.21,1
18.49,64.54,38.97,29.6,1
28.77,70.31,33.91,10.12,1
17.78,65.37,42.57,26.37,0
32.1,44.59,58.18,51.27,0
15.65,30.59,22.29,62.24,1
22.29,87.92,28.85,77.96,1
19.25,81.4,73.91,53.28,0
24.11,37.11,45.19,66.01,1
17.37,88.16,74.05,86.17,0
25.18,81.88,50.59,75.12,0
18.97,36.9,58.5,10.81,0
28.81,62.99,23.91,76.1,1
27.71,32.54,25.51,29.61,1
25.58,83.85,29.23,89.73,1
23.89,36.98,67.25,99.09,0
34.07,30.8,36.04,39.91,1
19.48,30.93,26.43,65.77,1
19.04,81.13,33.5,70.41,1
16.3,69.91,16.79,38.68,1
20.82,85.5,43.98,30.93,0
29.83,63.44,62.35,99.99,0
21.3,60.59,35.59,74.28,1
27.87,88.98,30.37,75.45,1
32.81,38.15,38.22,18.03,1
19.01,52.86,16.7,89.26,1
21.07,34.42,45.79,74.41,1
24.53,70.04,32.58,41.66,1
23.57,42.01,58.06,24.67,0
27.79,31.26,56.74,58.89,0
26.9,85.16,21.32,77.68,1
31.0,53.97,43.3,91.09,1
15.53,58.84,51.51,81.51,0
32.05,57.71,66.41,21.81,0
21.94,43.96,44.21,88.35,1
18.17,67.07,37.99,62.98,1
30.64,51.32,47.74,26.17,0
19.43,73.15,60.94,89.79,0
31.01,44.67,47.73,70.2,1
20.81,46.89,24.02,50.84,1
28.77,37.77,30.54,16.64,1
34.15,58.13,36.49,97.76,1
22.5,39.25,69.95,46.75,0
32.93,36.0,40.57,28.04,1
18.92,40.0,71.33,59.63,0
20.93,51.98,66.76,20.32,0
20.57,38.91,19.83,52.11,1
24.62,47.55,64.42,17.42,0
20.67,43.87,22.61,42.95,1
29.94,68.18,26.38,32.65,1
24.0,45.31,62.38,39.08,0
29.8,64.16,23.0,31.35,1
34.41,69.44,66.48,30.01,0
19.36,50.2,44.96,89.55,0
29.89,35.25,31.29,98.31,1
31.07,53.35,25.49,28.27,1
22.93,55.07,63.17,63.23,0
23.65,74.64,74.71,64.21,0
33.1,65.79,60.85,13.09,0
16.49,64.52,22.15,90.62,1
16.36,84.25,64.93,26.97,0
23.45,89.31,70.58,96.63,0
32.41,45.39,60.59,59.21,0
22.62,66.03,55.91,96.4,0
16.24,35.23,69.2,22.27,0
20.41,80.72,74.3,16.3,0
31.82,74.22,61.04,63.9,0
32.58,83.59,60.49,64.79,0
26.83,69.49,53.99,58.09,0
29.17,36.15,38.59,29.16,1
20.46,81.13,52.28,98.15,0
26.08,75.98,55.64,65.82,0
18.75,48.42,45.77,92.85,0
16.9,35.2,34.25,44.83,1
16.92,31.19,66.03,87.4,0
26.79,43.82,41.09,31.91,1
30.5,86.63,36.69,83.93,1
30.23,57.84,29.83,88.65,1
33.24,39.6,19.99,25.14,1
24.15,65.38,56.28,17.06,0
24.67,75.35,74.5,65.73,0
18.62,77.64,40.9,32.48,0
16.14,43.0,48.37,33.82,1
26.47,34.75,23.77,22.64,1
29.34,50.81,60.84,27.9,0
18.15,46.73,19.34,21.79,1
17.72,53.44,31.09,33.74,1
18.63,38.74,27.0,44.57,1
28.4,32.05,22.04,95.78,1
34.58,42.14,68.71,82.09,1
25.51,48.25,42.45,82.52,0
32.91,34.89,46.04,59.33,1
19.72,55.37,62.4,75.04,0
31.92,50.32,77.14,43.53,0
20.36,87.51,22.06,40.01,1
17.29,83.98,23.82,65.73,1
27.52,75.45,27.19,32.63,1
34.91,48.21,57.09,38.22,0
15.29,38.53,66.54,11.78,0
29.58,48.25,68.38,52.9,0
20.35,89.24,63.09,33.03,0
19.81,40.43,32.99,48.98,1
15.68,43.44,66.81,95.81,0
22.54,41.24,32.28,99.16,1
29.82,87.11,34.74,64.43,1
16.66,72.57,52.75,38.02,0
19.56,48.86,30.36,62.38,1
18.12,82.43,70.25,57.76,0
30.94,60.39,45.17,54.11,0
22.77,86.26,63.3,65.59,0
21.4,32.97,23.14,54.89,1
24.44,73.02,68.41,54.32,0
23.36,42.92,34.56,76.78,1
32.55,51.15,36.25,26.19,1
28.23,42.26,23.16,60.96,1
34.21,70.81,42.34,89.85,0
16.78,49.43,69.39,71.04,0
20.77,32.34,30.71,93.92,1
33.06,48.53,60.3,20.41,0
18.77,37.78,74.02,93.37,0
17.64,87.27,57.07,48.73,0
30.22,82.71,53.01,59.94,0
34.53,74.22,20.54,47.79,1
28.85,53.17,71.94,98.61,1
19.79,44.19,76.4,21.58,0
24.83,42.23,21.94,64.5,1
28.37,30.91,48.99,69.71,1
18.99,54.65,37.59,52.23,1
29.19,40.27,54.9,38.18,0
28.72,43.28,63.2,52.21,0
29.44,48.1,60.34,44.01,0
22.08,54.3,22.28,56.81,1
15.29,80.41,70.87,70.45,0
18.24,34.4,36.97,92.26,1
33.71,60.46,19.82,53.49,1
22.5,43.39,56.88,94.21,0
22.79,80.64,52.98,35.3,0
28.87,69.8,53.94,98.76,0
28.98,70.22,21.62,28.27,1
34.19,49.35,44.66,19.12,0
19.95,51.72,47.79,60.26,0
21.64,46.61,70.39,36.59,0
27.4,60.73,47.57,90.57,0
26.49,56.73,41.8,61.54,0
23.74,50.99,48.33,99.45,0
31.86,69.65,58.07,74.22,0
25.94,64.07,32.44,80.32,1
21.29,59.04,67.31,46.88,0
32.34,51.01,37.3,80.01,1
16.75,51.74,37.98,46.09,1
28.28,74.73,64.54,95.85,0
16.87,76.69,20.71,67.17,1
20.09,32.0,49.02,57.78,1
33.1,84.24,75.66,73.73,0
30.1,64.39,42.41,86.24,0
28.42,43.29,65.25,54.8,0
27.97,64.58,60.58,41.61,0
31.69,65.66,46.49,12.8,0
23.34,73.32,15.29,95.21,1
25.91,74.79,30.67,69.53,1
16.63,39.95,28.72,18.89,1
17.1,45.86,47.02,55.31,0
15.1,35.72,34.37,20.51,1
15.94,84.93,58.67,97.39,0
19.96,56.46,64.03,30.76,0
26.55,78.82,55.96,12.95,0
33.54,53.14,19.25,29.34,1
28.06,67.81,57.15,74.28,0
28.37,41.86,37.64,37.1,1
16.5,40.98,51.94,65.66,0
30.35,44.78,50.6,49.83,0
28.09,80.28,70.04,57.52,0
30.73,80.36,16.14,29.15,1
20.34,69.84,57.15,12.11,0
26.32,41.78,55.41,71.45,0
25.0,82.23,45.5,41.07,0
31.05,36.26,67.78,56.18,0
25.18,65.63,79.3,80.66,0
32.98,33.36,25.08,96.84,1
24.58,75.06,26.95,71.15,1
24.74,65.84,56.5,33.79,0
30.09,57.83,27.76,46.64,1
17.16,74.56,35.78,51.21,1
21.43,78.48,68.75,58.02,0
33.98,64.85,18.42,19.73,1
16.98,74.51,45.54,32.43,0
20.3,55.14,79.92,68.9,0
15.68,66.87,27.87,76.1,1
28.98,40.4,46.64,56.07,1
33.28,52.69,59.47,86.99,1
32.55,38.12,65.39,50.52,0
24.1,61.87,77.25,21.72,0
17.97,45.75,58.63,88.67,0
28.84,76.25,61.93,72.38,0
20.52,55.21,66.88,95.93,0
22.14,89.81,45.44,77.76,0
34.5,41.42,22.77,65.24,1
29.26,40.74,77.93,30.33,0
32.47,40.72,30.64,61.95,1
22.4,33.9,50.47,24.52,0
19.95,29.92,73.3,41.25,0
23.13,41.93,58.48,88.65,0
34.03,51.83,21.67,84.14,1
17.63,74.39,39.24,57.02,1
21.03,67.53,34.75,44.83,1
18.9,64.7,70.47,58.78,0
24.23,82.25,29.23,28.63,1
15.49,58.41,63.11,96.78,0
32.59,49.08,18.19,84.35,1
27.79,55.71,80.42,32.41,0
33.77,33.93,76.73,19.3,0
33.99,61.7,38.62,38.47,1
27.7,85.44,77.1,23.31,0
15.27,49.01,43.0,13.51,0
30.73,40.48,39.92,10.31,1
28.61,42.17,69.3,65.82,0
21.24,34.4,16.37,44.97,1
33.45,81.28,25.0,16.63,1
33.18,76.8,51.71,40.77,0
16.47,85.38,59.33,78.2,0
15.44,50.71,75.21,12.58,0
33.18,69.38,65.71,54.82,0
29.76,33.63,51.84,82.05,1
18.53,78.81,26.98,95.92,1
25.52,81.94,59.25,22.1,0
30.85,54.85,42.51,40.31,0
34.47,38.25,63.48,63.76,0
33.95,74.77,38.65,76.42,1
34.01,64.08,48.33,35.82,0
31.89,59.0,40.2,33.35,0
29.68,74.15,16.0,29.82,1
25.68,69.14,68.44,63.65,0
30.24,46.18,58.15,86.76,1
25.7,84.23,45.08,25.09,0
26.07,44.33,22.32,15.96,1
19.01,45.15,41.09,71.06,0
28.26,59.08,28.4,35.94,1
18.05,53.92,62.19,78.72,0
25.88,62.73,27.4,56.87,1
30.62,70.78,53.34,35.0,0
15.84,53.63,65.51,39.51,0
26.45,86.76,75.7,29.56,0
23.95,38.71,69.11,59.58,0
26.92,82.46,48.61,78.51,0
19.7,52.02,63.17,89.27,0
18.41,78.71,68.98,88.92,0
31.02,59.56,61.49,51.35,0
24.11,57.87,32.82,63.0,1
26.9,51.85,66.42,98.01,0
16.63,85.61,57.82,80.0,0
25.85,81.18,52.53,92.64,0
28.27,87.7,35.37,66.45,1
18.24,36.41,59.81,69.6,0
23.49,85.07,53.14,44.66,0
16.9,32.34,49.89,40.3,1
16.87,39.06,36.35,52.58,1
30.47,80.55,25.84,54.02,1
28.09,45.4,77.23,62.22,0
29.76,50.55,80.17,79.62,1
30.93,42.74,73.35,28.28,0
24.62,37.61,64.19,84.89,0
21.39,30.16,63.06,34.19,0
32.5,37.33,62.72,38.1,0
26.69,61.84,25.74,75.77,1
24.28,42.44,32.62,99.19,1
32.26,36.59,70.34,92.9,1
32.55,89.84,44.28,94.77,0
34.21,88.46,31.16,69.84,1
34.57,74.99,24.48,68.28,1
17.54,49.4,61.88,10.38,0
20.44,87.33,24.88,44.33,1
23.16,54.31,47.06,42.18,0
32.23,64.47,61.17,71.79,0
23.17,77.87,34.32,99.49,1
21.1,60.67,55.53,54.2,0
31.71,55.88,24.49,41.79,1
26.88,48.74,35.0,48.22,1
22.83,58.23,72.87,23.7,0
28.41,36.76,61.04,72.83,1
19.74,71.73,71.9,52.59,0
31.78,72.52,39.46,48.92,1
27.89,46.57,55.83,68.39,0
19.89,39.97,77.98,76.95,0
32.62,44.11,77.47,12.76,0
31.19,81.23,64.05,92.01,0
23.41,49.08,17.44,10.51,1
34.18,39.38,76.81,13.04,0
17.87,41.92,75.39,62.74,0
18.84,85.77,51.42,63.24,0
27.95,50.34,37.57,43.21,1
29.27,51.54,71.12,27.63,0
34.34,57.63,27.89,78.39,1
16.02,89.38,42.77,24.25,0
29.08,34.89,24.41,73.3,1
17.5,70.75,32.02,89.57,1
15.27,45.76,59.97,24.88,0
30.23,63.6,72.63,69.3,0
29.91,81.51,62.18,75.6,0
30.43,65.91,15.58,11.37,1
31.99,49.4,57.05,98.75,1
29.49,31.7,80.0,59.6,0
34.84,72.77,37.49,67.83,1
15.33,40.97,21.78,31.04,1
15.9,38.02,56.29,24.42,0
23.63,45.72,47.94,23.78,0
23.05,39.85,44.99,82.55,1
32.92,73.82,53.57,86.0,0
17.05,80.46,63.65,43.62,0
30.19,53.04,46.44,87.94,1
27.54,81.22,34.5,93.04,1
20.62,32.43,39.89,89.1,1
17.25,37.4,29.92,52.94,1
32.95,52.85,21.48,26.64,1
31.69,76.76,46.36,38.68,0
25.1,64.47,35.43,97.22,1
31.87,70.95,45.42,57.41,0
23.54,53.4,39.67,27.3,1
23.91,71.61,24.0,47.02,1
20.34,61.79,54.69,65.15,0
32.11,79.55,65.96,13.29,0
33.06,30.59,70.59,54.54,0
32.42,30.83,63.4,69.31,0
19.47,35.85,71.74,67.55,0
34.33,74.41,23.51,57.93,1
27.99,83.28,42.58,53.41,0
15.83,85.65,20.18,88.27,1
24.51,63.42,40.84,81.6,0
30.49,68.3,27.07,94.08,1
34.09,37.76,32.41,42.36,1
19.65,57.06,37.07,24.68,1
17.36,85.87,33.21,37.84,1
26.98,54.15,64.46,54.31,0
30.35,77.94,33.64,39.87,1
22.34,60.56,53.69,50.69,0
31.22,71.09,26.2,41.1,1
21.55,54.41,70.84,74.05,0
34.76,68.95,49.16,81.31,0
29.43,74.9,19.89,30.37,1
34.78,64.98,60.72,15.55,0
27.61,87.67,18.43,65.33,1
28.82,60.1,66.29,44.56,0
32.61,70.87,52.37,74.01,0
14.94,63.25,56.59,12.41,0
28.18,65.59,40.52,38.53,0
26.6,75.42,18.06,73.43,1
15.72,60.69,15.09,33.55,1
17.93,40.95,70.95,91.44,0
23.49,72.58,23.8,36.61,1
23.81,64.9,25.5,39.58,1
34.04,49.83,76.39,51.41,0
33.33,77.25,23.44,81.47,1
28.41,30.3,61.05,63.1,0
28.05,71.06,27.29,56.39,1
27.31,59.36,32.28,45.49,1
28.62,58.43,66.84,90.48,0
30.11,52.58,42.06,68.73,0
30.02,52.86,79.14,92.58,1
29.06,83.84,47.08,39.06,0
28.02,40.51,59.64,69.17,0
23.18,70.47,76.27,26.8,0
19.17,53.97,76.04,19.6,0
22.43,47.71,29.62,88.41,1
23.02,89.23,28.8,11.91,1
30.41,33.24,59.49,45.46,0
31.61,80.42,18.31,37.2,1
30.53,83.77,28.2,94.03,1
27.47,52.16,25.5,93.05,1
25.74,56.46,45.56,15.78,0
24.37,89.41,60.5,92.62,0
28.63,40.61,68.18,53.32,0
31.2,43.04,23.29,55.49,1
19.85,75.45,70.07,36.08,0
34.69,61.8,26.08,66.2,1
16.76,55.8,78.92,42.68,0
32.18,71.94,35.94,53.63,1
28.02,76.5,50.85,88.14,0
17.75,81.63,49.12,55.21,0
28.14,48.37,76.31,46.86,0
28.54,48.86,44.08,24.05,0
35.02,87.39,62.17,14.34,0
21.39,86.18,37.94,12.12,1
15.39,30.01,73.89,60.35,0
20.23,60.24,20.21,29.02,1
18.71,53.48,55.94,45.3,0
24.31,74.7,41.91,30.25,0
31.92,71.97,74.64,25.01,0
24.49,42.22,72.42,54.55,0
26.98,30.77,73.56,10.33,0
33.04,63.91,25.6,17.32,1
23.01,30.58,49.68,76.67,1
20.67,88.56,30.1,49.08,1
23.85,48.12,63.45,71.09,0
17.03,68.2,49.89,96.22,0
33.36,44.57,51.68,26.04,0
27.76,34.63,29.85,34.25,1
32.48,67.22,75.18,78.13,0
28.69,80.44,29.64,76.16,1
21.41,30.62,33.68,76.33,1
21.88,63.83,51.78,35.11,0
32.14,36.57,23.31,65.39,1
23.51,44.07,39.62,81.04,1
33.63,64.78,49.9,61.53,0
27.15,84.8,49.12,60.56,0
26.01,77.14,65.89,98.67,0
24.12,43.11,56.56,55.92,0
25.42,64.64,47.7,83.19,0
28.67,47.18,79.64,70.0,0
33.08,73.28,78.04,76.37,0
18.66,86.82,41.2,22.81,0
27.04,70.2,62.78,48.37,0
31.58,87.57,76.52,50.02,0
27.29,80.95,50.75,70.35,0
29.1,76.13,59.73,82.7,0
17.37,61.25,71.78,94.62,0
16.59,40.96,17.58,64.15,1
23.19,44.52,44.69,12.97,1
19.1,64.63,68.15,79.05,0
17.08,58.58,46.23,10.56,0
25.77,61.84,17.64,60.26,1
33.37,60.85,22.87,49.79,1
33.75,58.44,38.88,94.48,1
31.06,47.58,68.1,38.64,0
28.01,51.55,16.02,13.67,1
29.57,62.71,16.62,58.36,1
24.34,47.54,38.04,52.98,1
15.56,47.61,38.84,80.77,1
23.3,30.44,58.47,48.4,0
22.85,56.14,30.17,35.15,1
16.28,79.81,36.46,37.2,1
15.89,82.33,52.2,71.17,0
20.24,56.55,38.08,73.06,1
19.3,68.97,28.39,29.44,1
30.65,84.71,20.89,13.72,1
21.07,68.85,27.09,34.7,1
23.26,44.63,54.2,79.74,0
29.43,31.46,60.64,88.81,1
25.1,39.82,35.79,36.69,1
26.1,86.8,29.17,55.19,1
34.79,87.28,74.34,19.03,0
26.66,70.51,50.48,42.74,0
34.76,52.1,29.68,23.83,1
25.27,54.07,64.92,24.56,0
29.45,64.62,35.15,35.21,1
30.26,37.02,73.74,69.12,0
